Current Epoch,Training Loss,Validation Loss
0,0.527850583428517,0.5020045507699251
1,0.48901244066655636,0.48207587096840143
2,0.48140397504903376,0.4772186065092683
3,0.47832646453753114,0.47372320014983416
4,0.47640944505110383,0.4738957043737173
5,0.47472369531169534,0.4716218151152134
6,0.47362989909015596,0.47120118606835604
7,0.47271272423677146,0.47045459784567356
8,0.47135825478471816,0.4680803008377552
9,0.47024599905125797,0.46893821097910404
10,0.46966310730203986,0.4722741264849901
11,0.4690564298070967,0.4670828729867935
12,0.46796159050427377,0.46970109455287457
13,0.468251435784623,0.4654220724478364
14,0.4674605580512434,0.46890837512910366
15,0.46660900535061955,0.4658608874306083
16,0.46739719714969397,0.46664836537092924
17,0.4649864286184311,0.4640647107735276
18,0.4636852885596454,0.46332042198628187
19,0.4637972281780094,0.46335588302463293
20,0.46289367810823023,0.4623897345736623
21,0.46304314443841577,0.46405137423425913
22,0.46326516196131706,0.4632270820438862
23,0.4625407017301768,0.467459118925035
24,0.46089966921135783,0.46284014638513327
25,0.4608336060773581,0.4617741918191314
26,0.46049408218823373,0.46211418230086565
27,0.4605471061076969,0.4628254706040025
28,0.46011075633578,0.4611024549230933
29,0.4599864548072219,0.46283077262341976
30,0.4602605919353664,0.46164240781217813
31,0.4599323368165642,0.46133984439074993
32,0.45903142844326794,0.46080884151160717
33,0.4583723011892289,0.46078689210116863
34,0.4586175731383264,0.4611687734723091
35,0.45798288960941136,0.4609587788581848
36,0.45736995385959744,0.4613506216555834
37,0.4573917929083109,0.46060450561344624
38,0.4570005349814892,0.4601218234747648
39,0.45686379401013255,0.4602123824879527
40,0.45689151948317885,0.4604886109009385
41,0.4567999157588929,0.4604357946664095
42,0.4563599603716284,0.46172645688056946
43,0.45637408597394824,0.4610731787979603
44,0.4559219223447144,0.4610369587317109
45,0.4556551284622401,0.46131561044603586
46,0.45609562657773495,0.4611972104758024
47,0.4559826133772731,0.4616192579269409
