Current Epoch,Training Loss,Validation Loss
0,0.5520615177229047,0.5103843724355102
1,0.4961576636414975,0.4833152685314417
2,0.4771142911631614,0.4749152837321162
3,0.470659562619403,0.47198908030986786
4,0.4708934633526951,0.47015852481126785
5,0.46656092070043087,0.46982962917536497
6,0.462716723093763,0.46606079023331404
7,0.4622679629828781,0.4651789218187332
8,0.46194526902399957,0.4648895226418972
9,0.461156667675823,0.4644558560103178
10,0.4636086153332144,0.4662408735603094
11,0.4600263328757137,0.4636082760989666
12,0.4604949860367924,0.4661572342738509
13,0.4597541915718466,0.4627324091270566
14,0.4587988229468465,0.462149060331285
15,0.4573001971002668,0.4612475009635091
16,0.45818105433136225,0.4629063755273819
17,0.46050147572532296,0.46360943745821714
18,0.4567717658355832,0.4610481709241867
19,0.45885154022835195,0.46278602443635464
20,0.4563375406432897,0.4603703934699297
21,0.45540792075917125,0.4598979549482465
22,0.4564075144007802,0.4604759104549885
23,0.4561564743053168,0.4607560597360134
24,0.45578591036610305,0.459411408752203
25,0.4570652572438121,0.4611994978040457
26,0.4548605883028358,0.45932777132838964
27,0.45586029440164566,0.4608980678021908
28,0.45566267194226384,0.4601920563727617
29,0.4564499834086746,0.4613574054092169
30,0.45403962791897357,0.46107669826596975
31,0.45517688943073153,0.4639261784031987
32,0.45533611229620874,0.46344387345016
33,0.45318041020072997,0.4591647367924452
34,0.4524550249334425,0.4582426901906729
35,0.45267076836898923,0.45922444108873606
36,0.4522899640724063,0.45903025660663843
37,0.45012166211381555,0.45848598424345255
38,0.45164761459454894,0.45959993451833725
39,0.4514072840102017,0.46039475314319134
40,0.45081931282766163,0.46024918649345636
41,0.4538028154056519,0.46980504784733057
42,0.4503098614513874,0.45910417288541794
43,0.4491033391095698,0.4593828599900007
